customer_key,customer_id,customer_number,first_name,last_name,gender,country,marital_status,birthdate,create_date
3201,14200,AW00014200,Colleen,Goel,Female,France,Married,1954-04-06,2025-10-12
3202,14201,AW00014201,Marie,Serrano,Female,France,Married,1953-10-08,2025-10-12
3203,14202,AW00014202,Clayton,Zeng,Male,Germany,Single,1954-01-16,2025-10-12
3204,14203,AW00014203,Seth,Rodriguez,Male,France,Single,1952-11-10,2025-10-12
3205,14204,AW00014204,Chelsea,Sara,Female,France,Married,1969-08-01,2025-10-12
3206,14205,AW00014205,Wesley,Wu,Male,France,Single,1952-10-20,2025-10-12
3207,14206,AW00014206,Edwin,West,Male,Germany,Married,1953-01-02,2025-10-12
3208,14207,AW00014207,Jos├⌐,Saraiva,Male,Germany,Married,1953-03-20,2025-10-12
3209,14208,AW00014208,Eugene,Xu,Male,United Kingdom,Single,1953-02-18,2025-10-12
3210,14209,AW00014209,Craig,Ramos,Male,Australia,Married,1980-10-06,2025-10-12
3211,14210,AW00014210,Jenny,Tang,Female,Australia,Married,1982-04-26,2025-10-12
3212,14211,AW00014211,Emma,Bradley,Female,Australia,Single,1986-03-11,2025-10-12
3213,14212,AW00014212,Erick,Madan,Male,Australia,Single,1980-10-30,2025-10-12
3214,14213,AW00014213,Autumn,Guo,Female,Australia,Married,1981-05-10,2025-10-12
3215,14214,AW00014214,Robyn,Munoz,Female,Australia,Single,1980-12-23,2025-10-12
3216,14215,AW00014215,Stacey,Yang,Female,Australia,Single,1980-12-02,2025-10-12
3217,14216,AW00014216,Edwin,Zheng,Male,Australia,Single,1985-11-02,2025-10-12
3218,14217,AW00014217,Terrance,Lopez,Male,Australia,Single,1985-04-21,2025-10-12
3219,14218,AW00014218,Karl,Kumar,Male,Australia,Single,1985-02-04,2025-10-12
3220,14219,AW00014219,Christy,Ye,Female,Australia,Single,1980-04-30,2025-10-12
3221,14220,AW00014220,Latasha,Romero,Female,Australia,Married,1985-07-16,2025-10-12
3222,14221,AW00014221,Glenn,Zhao,Male,Australia,Single,1977-10-03,2025-10-12
3223,14222,AW00014222,Dawn,Zhang,Female,Australia,Single,1983-07-24,2025-10-12
3224,14223,AW00014223,Larry,Rubio,Male,Australia,Married,1983-05-25,2025-10-12
3225,14224,AW00014224,Tamara,She,Female,Australia,Single,1984-09-17,2025-10-12
3226,14225,AW00014225,Alisha,Chen,Female,Australia,Married,1977-11-24,2025-10-12
3227,14226,AW00014226,Heidi,Mehta,Female,Australia,Single,1978-01-23,2025-10-12
3228,14227,AW00014227,Alison,Xu,Female,Australia,Married,1983-10-18,2025-10-12
3229,14228,AW00014228,Arturo,Raje,Male,Australia,Single,1977-02-17,2025-10-12
3230,14229,AW00014229,Allen,Perez,Male,Australia,Single,1977-01-02,2025-10-12
3231,14230,AW00014230,Luis,Coleman,Male,Australia,Single,1977-01-07,2025-10-12
3232,14231,AW00014231,Kari,Sai,Female,Australia,Married,1978-02-02,2025-10-12
3233,14232,AW00014232,Omar,Huang,Male,Australia,Married,1982-03-14,2025-10-12
3234,14233,AW00014233,Ricardo,She,Male,Australia,Single,1976-12-24,2025-10-12
3235,14234,AW00014234,Gina,Romero,Female,Australia,Single,1975-12-15,2025-10-12
3236,14235,AW00014235,Larry,Alvarez,Male,Australia,Married,1981-05-17,2025-10-12
3237,14236,AW00014236,Abigail,Richardson,Female,Australia,Married,1981-11-22,2025-10-12
3238,14237,AW00014237,Kate,Andersen,Female,Australia,Married,1981-04-07,2025-10-12
3239,14238,AW00014238,Jay,Gonzalez,Male,Australia,Married,1975-12-02,2025-10-12
3240,14239,AW00014239,Maria,Peterson,Female,United States,Married,1946-12-17,2025-10-12
3241,14240,AW00014240,Caroline,Foster,Female,United States,Married,1946-12-16,2025-10-12
3242,14241,AW00014241,Grace,Wood,Female,United States,Married,1947-04-26,2025-10-12
3243,14242,AW00014242,Rafael,Ye,Male,United States,Married,1947-11-30,2025-10-12
3244,14243,AW00014243,Gregory,Winston,Female,United States,Single,1953-03-31,2025-10-12
3245,14244,AW00014244,Jennifer,Griffin,Female,Canada,Married,1958-09-04,2025-10-12
3246,14245,AW00014245,Ana,Russell,Female,United States,Married,1948-05-01,2025-10-12
3247,14246,AW00014246,Devin,Garcia,Male,United States,Single,1953-03-03,2025-10-12
3248,14247,AW00014247,Hunter,Allen,Male,United States,Married,1947-08-27,2025-10-12
3249,14248,AW00014248,Misty,Tang,Female,United States,Married,1947-08-30,2025-10-12
3250,14249,AW00014249,Eduardo,Thomas,Male,United States,Married,1947-07-09,2025-10-12
3251,14250,AW00014250,Adam,Collins,Male,United States,Single,1948-01-31,2025-10-12
3252,14251,AW00014251,Alex,Brooks,Male,United States,Married,1948-02-19,2025-10-12
3253,14252,AW00014252,Destiny,Cook,Female,United States,Married,1948-12-01,2025-10-12
3254,14253,AW00014253,Eduardo,Scott,Male,United States,Single,1949-04-18,2025-10-12
3255,14254,AW00014254,Tabitha,Gill,Female,United States,Married,1949-02-28,2025-10-12
3256,14255,AW00014255,Jonathan,Jackson,Male,United States,Single,1948-08-25,2025-10-12
3257,14256,AW00014256,Elizabeth,Robinson,Female,United States,Single,1948-11-13,2025-10-12
3258,14257,AW00014257,James,Carter,Male,United States,Married,1948-07-31,2025-10-12
3259,14258,AW00014258,Haley,Foster,Female,United States,Single,1950-01-15,2025-10-12
3260,14259,AW00014259,Antonio,Flores,Male,Australia,Single,1958-08-31,2025-10-12
3261,14260,AW00014260,Frank,Ruiz,Male,Australia,Single,1959-06-09,2025-10-12
3262,14261,AW00014261,Meredith,Subram,Female,Australia,Single,1958-08-13,2025-10-12
3263,14262,AW00014262,Jon,He,Male,Australia,Married,1964-11-07,2025-10-12
3264,14263,AW00014263,Nina,Lal,Female,Australia,Single,1959-08-24,2025-10-12
3265,14264,AW00014264,Karl,Lal,Male,Australia,Single,1959-08-08,2025-10-12
3266,14265,AW00014265,Garrett,Bell,Male,Canada,Single,1980-09-13,2025-10-12
3267,14266,AW00014266,Cory,Patel,Male,United States,Married,1980-11-23,2025-10-12
3268,14267,AW00014267,Lauren,Wood,Female,United States,Single,1981-03-12,2025-10-12
3269,14268,AW00014268,Isabella,Roberts,Female,United States,Single,1986-02-13,2025-10-12
3270,14269,AW00014269,Tony,She,Male,United States,Married,1981-05-18,2025-10-12
3271,14270,AW00014270,James,Ross,Male,United States,Single,1980-07-24,2025-10-12
3272,14271,AW00014271,Lucas,Wright,Male,United States,Married,1979-08-31,2025-10-12
3273,14272,AW00014272,Sydney,Ward,Female,United States,Single,1979-08-31,2025-10-12
3274,14273,AW00014273,Angel,Parker,Male,United States,Single,1984-05-01,2025-10-12
3275,14274,AW00014274,Edward,Williams,Male,Canada,Married,1982-01-06,2025-10-12
3276,14275,AW00014275,Arthur,Prasad,Male,Australia,Single,1960-08-01,2025-10-12
3277,14276,AW00014276,Melody,Suarez,Female,Australia,Single,1961-01-06,2025-10-12
3278,14277,AW00014277,Jerry,She,Male,Australia,Single,1967-04-24,2025-10-12
3279,14278,AW00014278,Olivia,Sanchez,Female,Australia,Married,1969-07-17,2025-10-12
3280,14279,AW00014279,Taylor,Barnes,Female,Australia,Married,1969-07-31,2025-10-12
3281,14280,AW00014280,Isaac,Oliver,Male,United States,Single,1978-08-15,2025-10-12
3282,14281,AW00014281,Daniel,Wilson,Male,Canada,Single,1979-01-03,2025-10-12
3283,14282,AW00014282,Brianna,Lewis,Female,Canada,Single,1979-09-20,2025-10-12
3284,14283,AW00014283,Seth,Simmons,Male,United States,Single,1985-10-04,2025-10-12
3285,14284,AW00014284,Wyatt,Anderson,Male,United States,Single,1979-12-15,2025-10-12
3286,14285,AW00014285,Taylor,Hughes,Female,United States,Single,1985-11-30,2025-10-12
3287,14286,AW00014286,Kristine,Hernandez,Female,Australia,Married,1964-10-09,2025-10-12
3288,14287,AW00014287,Derek,Xie,Male,Australia,Single,1976-02-20,2025-10-12
3289,14288,AW00014288,Christina,Ramirez,Female,United States,Single,1971-09-06,2025-10-12
3290,14289,AW00014289,Jessica,Martinez,Female,United States,Single,1972-02-19,2025-10-12
3291,14290,AW00014290,Jonathan,Wilson,Male,United States,Single,1962-09-07,2025-10-12
3292,14291,AW00014291,Tyler,White,Male,Canada,Single,1963-02-17,2025-10-12
3293,14292,AW00014292,Isabella,Ross,Female,United States,Single,1968-09-24,2025-10-12
3294,14293,AW00014293,Kyle,Campbell,Male,United States,Married,1962-08-15,2025-10-12
3295,14294,AW00014294,Steven,Gray,Male,United States,Married,1963-05-22,2025-10-12
3296,14295,AW00014295,Hannah,Thomas,Female,United States,Single,1963-01-11,2025-10-12
3297,14296,AW00014296,Benjamin,Russell,Male,United States,Married,1962-11-14,2025-10-12
3298,14297,AW00014297,Kristin,Raji,Female,United States,Married,1962-07-12,2025-10-12
3299,14298,AW00014298,Kaitlyn,Jenkins,Female,United States,Married,1963-01-11,2025-10-12
3300,14299,AW00014299,Jermaine,Chandra,Male,Australia,Married,1972-12-08,2025-10-12
3301,14300,AW00014300,Colin,He,Male,Australia,Single,1972-07-31,2025-10-12
3302,14301,AW00014301,Ruben,Vazquez,Male,Australia,Married,1967-09-14,2025-10-12
3303,14302,AW00014302,April,Beck,Female,Australia,Single,1968-01-12,2025-10-12
3304,14303,AW00014303,Briana,Ramos,Female,Australia,Married,1967-12-18,2025-10-12
3305,14304,AW00014304,Jacquelyn,Jimenez,Female,Australia,Married,1973-02-11,2025-10-12
3306,14305,AW00014305,Brendan,Shen,Male,Australia,Married,1968-01-08,2025-10-12
3307,14306,AW00014306,Byron,Ramos,Male,Australia,Married,1966-11-05,2025-10-12
3308,14307,AW00014307,Ross,Perez,Male,Australia,Married,1966-12-03,2025-10-12
3309,14308,AW00014308,Marie,Ramos,Female,Australia,Single,1983-02-20,2025-10-12
3310,14309,AW00014309,Orlando,Sanz,Male,Australia,Single,1971-11-06,2025-10-12
3311,14310,AW00014310,Jon,Zeng,Male,Australia,Single,1977-07-18,2025-10-12
3312,14311,AW00014311,Erik,Alvarez,Male,Australia,Single,1982-10-08,2025-10-12
3313,14312,AW00014312,Claudia,Lin,Female,Australia,Married,1966-04-25,2025-10-12
3314,14313,AW00014313,Christian,Smith,Male,Australia,Married,1966-04-13,2025-10-12
3315,14314,AW00014314,Katherine,Cooper,Female,Australia,Married,1970-07-16,2025-10-12
3316,14315,AW00014315,Carl,Chander,Male,Australia,Single,1970-01-01,2025-10-12
3317,14316,AW00014316,Leonard,Anand,Male,Australia,Married,1967-07-07,2025-10-12
3318,14317,AW00014317,Steve,Liang,Male,Australia,Single,1968-02-19,2025-10-12
3319,14318,AW00014318,Seth,Rogers,Male,Australia,Married,1968-04-16,2025-10-12
3320,14319,AW00014319,Renee,Sanz,Female,Australia,Married,1968-06-23,2025-10-12
3321,14320,AW00014320,Amy,Hu,Female,Australia,Married,1972-02-01,2025-10-12
3322,14321,AW00014321,Jackson,Evans,Male,Australia,Married,1969-10-22,2025-10-12
3323,14322,AW00014322,Sydney,Thomas,Female,Australia,Single,1964-01-07,2025-10-12
3324,14323,AW00014323,Colin,Tang,Male,Australia,Single,1963-03-20,2025-10-12
3325,14324,AW00014324,Jessie,Alvarez,Female,Australia,Single,1962-09-07,2025-10-12
3326,14325,AW00014325,Crystal,Li,Female,Australia,Single,1963-01-02,2025-10-12
3327,14326,AW00014326,Joe,Perez,Male,Australia,Single,1962-09-30,2025-10-12
3328,14327,AW00014327,Kyle,Butler,Male,United States,Single,1981-08-18,2025-10-12
3329,14328,AW00014328,Andrea,Rogers,Female,Canada,Single,1982-02-05,2025-10-12
3330,14329,AW00014329,Holly,Sanchez,Female,United States,Single,1981-07-19,2025-10-12
3331,14330,AW00014330,Matthew,Harris,Male,Canada,Married,1982-04-04,2025-10-12
3332,14331,AW00014331,Timothy,Murphy,Male,United States,Single,1985-08-23,2025-10-12
3333,14332,AW00014332,Jade,Rogers,Female,Canada,Single,1985-10-19,2025-10-12
3334,14333,AW00014333,Bobby,Suri,Male,United States,Single,1985-10-02,2025-10-12
3335,14334,AW00014334,Patrick,Murphy,Male,United States,Married,1986-01-22,2025-10-12
3336,14335,AW00014335,Allison,Cox,Female,United States,Married,1984-03-12,2025-10-12
3337,14336,AW00014336,Gabriel,Baker,Male,United States,Married,1984-02-04,2025-10-12
3338,14337,AW00014337,Olivia,Coleman,Female,United States,Single,1983-08-29,2025-10-12
3339,14338,AW00014338,Natalie,Taylor,Female,Canada,Married,1983-11-22,2025-10-12
3340,14339,AW00014339,Brandy,Suri,Female,United States,Single,1983-06-01,2025-10-12
3341,14340,AW00014340,Miranda,Butler,Female,United States,Single,1982-09-29,2025-10-12
3342,14341,AW00014341,Sean,Sanders,Male,Canada,Married,1985-04-21,2025-10-12
3343,14342,AW00014342,Beth,Ruiz,Female,United States,Single,1984-09-22,2025-10-12
3344,14343,AW00014343,Xavier,Turner,Male,United States,Married,1985-01-20,2025-10-12
3345,14344,AW00014344,Kurt,Xie,Male,Australia,Single,1945-03-20,2025-10-12
3346,14345,AW00014345,Kristi,Rodriguez,Female,Australia,Married,1945-08-08,2025-10-12
3347,14346,AW00014346,Evelyn,Perez,Female,Australia,Single,1946-11-29,2025-10-12
3348,14347,AW00014347,Tara,Goel,Female,Australia,Single,1946-11-14,2025-10-12
3349,14348,AW00014348,Alex,Scott,Male,Australia,Married,1948-05-15,2025-10-12
3350,14349,AW00014349,Nicole,Griffin,Female,United States,Married,1981-11-08,2025-10-12
3351,14350,AW00014350,Emily,Moore,Female,United States,Single,1981-12-06,2025-10-12
3352,14351,AW00014351,Riley,Gray,Female,United States,Single,1981-08-01,2025-10-12
3353,14352,AW00014352,Melissa,Butler,Female,United States,Single,1986-03-14,2025-10-12
3354,14353,AW00014353,Erin,Reed,Female,Canada,Single,1980-12-12,2025-10-12
3355,14354,AW00014354,Seth,Green,Male,United States,Single,1980-01-25,2025-10-12
3356,14355,AW00014355,Ian,King,Male,United States,Married,1979-05-11,2025-10-12
3357,14356,AW00014356,Isabella,Baker,Female,United States,Single,1978-07-15,2025-10-12
3358,14357,AW00014357,Dalton,Collins,Male,United States,Married,1973-01-09,2025-10-12
3359,14358,AW00014358,Amanda,Watson,Female,United States,Married,1973-06-20,2025-10-12
3360,14359,AW00014359,Eduardo,Henderson,Male,Canada,Married,1974-05-02,2025-10-12
3361,14360,AW00014360,Samantha,Patterson,Female,United States,Single,1964-10-14,2025-10-12
3362,14361,AW00014361,Franklin,Raje,Male,United States,Married,1964-07-23,2025-10-12
3363,14362,AW00014362,Roberto,Gill,Male,United States,Single,1977-10-31,2025-10-12
3364,14363,AW00014363,Natalie,Long,Female,Canada,Single,1979-03-04,2025-10-12
3365,14364,AW00014364,Mario,Rai,Male,United States,Married,1978-09-06,2025-10-12
3366,14365,AW00014365,Evan,Ward,Male,United States,Married,1978-11-16,2025-10-12
3367,14366,AW00014366,Anna,Brooks,Female,United States,Single,1976-07-21,2025-10-12
3368,14367,AW00014367,Courtney,Green,Female,United States,Single,1982-02-25,2025-10-12
3369,14368,AW00014368,Richard,Thompson,Male,United States,Married,1976-09-11,2025-10-12
3370,14369,AW00014369,Devin,Sanchez,Male,United States,Married,1977-02-16,2025-10-12
3371,14370,AW00014370,Meghan,Dominguez,Female,Canada,Married,1983-09-06,2025-10-12
3372,14371,AW00014371,Jeremiah,Lewis,Male,Canada,Married,1977-12-06,2025-10-12
3373,14372,AW00014372,Kaitlyn,Washington,Female,United States,Married,1978-01-08,2025-10-12
3374,14373,AW00014373,Ricardo,Jai,Male,United States,Married,1983-06-11,2025-10-12
3375,14374,AW00014374,David,Yang,Male,United States,Married,1983-09-15,2025-10-12
3376,14375,AW00014375,Alexandra,Moore,Female,United States,Married,1981-05-08,2025-10-12
3377,14376,AW00014376,Faith,Torres,Female,United States,Single,1949-10-17,2025-10-12
3378,14377,AW00014377,Paula,Ruiz,Female,United States,Single,1949-12-07,2025-10-12
3379,14378,AW00014378,Cory,Mehta,Male,United States,Single,1955-08-29,2025-10-12
3380,14379,AW00014379,Richard,Foster,Male,United States,Married,1949-08-21,2025-10-12
3381,14380,AW00014380,Kaylee,Watson,Female,United States,Married,1950-01-08,2025-10-12
3382,14381,AW00014381,Alexa,Cooper,Female,United States,Single,1961-06-17,2025-10-12
3383,14382,AW00014382,Darren,Blanco,Male,United States,Single,1955-11-03,2025-10-12
3384,14383,AW00014383,Marvin,Ferrier,Male,United States,Married,1950-11-18,2025-10-12
3385,14384,AW00014384,Rachel,Miller,Female,United States,Married,1950-11-19,2025-10-12
3386,14385,AW00014385,Maria,Hall,Female,United States,Married,1956-10-16,2025-10-12
3387,14386,AW00014386,Marissa,Wood,Female,United States,Single,1952-01-17,2025-10-12
3388,14387,AW00014387,Brittany,Hughes,Female,Canada,Married,1952-05-31,2025-10-12
3389,14388,AW00014388,Kaylee,Rogers,Female,United States,Married,1952-01-12,2025-10-12
3390,14389,AW00014389,Ryan,Harris,Male,United States,Married,1953-01-29,2025-10-12
3391,14390,AW00014390,Logan,Kumar,Male,United States,Married,1953-05-21,2025-10-12
3392,14391,AW00014391,Jason,Long,Male,United States,Married,1952-09-04,2025-10-12
3393,14392,AW00014392,Justin,Jackson,Male,United States,Married,1953-02-20,2025-10-12
3394,14393,AW00014393,Jos├⌐,Perez,Male,United States,Single,1958-10-01,2025-10-12
3395,14394,AW00014394,Jacob,Rodriguez,Male,United States,Married,1958-10-03,2025-10-12
3396,14395,AW00014395,Devin,Reed,Male,United States,Single,1963-09-16,2025-10-12
3397,14396,AW00014396,Zoe,Sanchez,Female,United States,Single,1953-10-15,2025-10-12
3398,14397,AW00014397,Sierra,Edwards,Female,United States,Single,1953-09-21,2025-10-12
3399,14398,AW00014398,James,Anderson,Male,United States,Married,1954-03-10,2025-10-12
3400,14399,AW00014399,Jeremy,Peterson,Male,United States,Single,1959-05-03,2025-10-12
3401,14400,AW00014400,Brandon,Brown,Male,United States,Single,1954-04-21,2025-10-12
3402,14401,AW00014401,Jose,Kumar,Male,United States,Married,1954-09-06,2025-10-12
3403,14402,AW00014402,Hailey,Parker,Female,United States,Single,1954-11-18,2025-10-12
3404,14403,AW00014403,Angelica,Russell,Female,United States,Single,1954-09-16,2025-10-12
3405,14404,AW00014404,Rachel,Davis,Female,United States,Single,1956-03-26,2025-10-12
3406,14405,AW00014405,Dylan,Walker,Male,United States,Married,1955-11-29,2025-10-12
3407,14406,AW00014406,Carrie,Schmidt,Female,United States,Married,1961-08-11,2025-10-12
3408,14407,AW00014407,Thomas,Bryant,Male,United States,Married,1955-12-02,2025-10-12
3409,14408,AW00014408,Jasmine,Cook,Female,United States,Single,1956-02-11,2025-10-12
3410,14409,AW00014409,Eric,Wang,Male,United States,Married,1961-04-22,2025-10-12
3411,14410,AW00014410,Arianna,Brooks,Female,United States,Married,1955-12-24,2025-10-12
3412,14411,AW00014411,Ashley,Johnson,Female,United States,Single,1956-08-03,2025-10-12
3413,14412,AW00014412,Nicole,Blue,Female,United States,Single,1956-09-30,2025-10-12
3414,14413,AW00014413,Rachel,Patterson,Female,United States,Married,1956-08-14,2025-10-12
3415,14414,AW00014414,Rachel,Wilson,Female,United States,Married,1957-03-13,2025-10-12
3416,14415,AW00014415,William,Davis,Male,United States,Married,1962-11-12,2025-10-12
3417,14416,AW00014416,Madison,Flores,Female,Canada,Married,1957-10-26,2025-10-12
3418,14417,AW00014417,Ernest,Lu,Male,United States,Single,1957-08-04,2025-10-12
3419,14418,AW00014418,Rebecca,Young,Female,United States,Married,1963-04-23,2025-10-12
3420,14419,AW00014419,Abigail,Ward,Female,United States,Married,1957-11-10,2025-10-12
3421,14420,AW00014420,Chloe,Wright,Female,United States,Single,1974-08-12,2025-10-12
3422,14421,AW00014421,Hannah,Barnes,Female,United States,Married,1958-01-25,2025-10-12
3423,14422,AW00014422,Cara,Lu,Female,Germany,Single,1969-11-02,2025-10-12
3424,14423,AW00014423,Jill,Ruiz,Female,United Kingdom,Married,1963-12-18,2025-10-12
3425,14424,AW00014424,Stefanie,Raman,Female,France,Single,1974-01-01,2025-10-12
3426,14425,AW00014425,Victor,Carlson,Male,Germany,Married,1974-02-11,2025-10-12
3427,14426,AW00014426,Madison,Hughes,Female,Germany,Married,1968-08-19,2025-10-12
3428,14427,AW00014427,Emmanuel,Patel,Male,United Kingdom,Married,1961-11-05,2025-10-12
3429,14428,AW00014428,Cassie,Andersen,Female,Germany,Single,1961-04-10,2025-10-12
3430,14429,AW00014429,Lacey,He,Female,United Kingdom,Single,1961-01-21,2025-10-12
3431,14430,AW00014430,Sydney,Jones,Female,United States,Married,1963-01-03,2025-10-12
3432,14431,AW00014431,Kayla,Moore,Female,United States,Married,1962-05-21,2025-10-12
3433,14432,AW00014432,Antonio,Russell,Male,United States,Single,1939-02-21,2025-10-12
3434,14433,AW00014433,Jennifer,Peterson,Female,United States,Married,1938-12-03,2025-10-12
3435,14434,AW00014434,Sophia,Hill,Female,United States,Single,1938-09-25,2025-10-12
3436,14435,AW00014435,Jennifer,Wilson,Female,United States,Married,1938-10-14,2025-10-12
3437,14436,AW00014436,John,Martin,Male,Canada,Married,1971-03-04,2025-10-12
3438,14437,AW00014437,Mitchell,Anand,Male,United States,Married,1971-01-30,2025-10-12
3439,14438,AW00014438,Gabrielle,Gonzales,Female,United States,Single,1976-04-12,2025-10-12
3440,14439,AW00014439,Brian,Cox,Male,United States,Married,1971-01-30,2025-10-12
3441,14440,AW00014440,Jon,Tang,Male,United States,Married,1971-05-13,2025-10-12
3442,14441,AW00014441,William,Lewis,Male,United States,Married,1976-11-03,2025-10-12
3443,14442,AW00014442,Shelby,Peterson,Female,United States,Single,1970-12-22,2025-10-12
3444,14443,AW00014443,Benjamin,Wilson,Male,United States,Married,1971-05-04,2025-10-12
3445,14444,AW00014444,Patrick,Sanders,Male,United States,Married,1970-09-08,2025-10-12
3446,14445,AW00014445,Benjamin,Henderson,Male,United States,Married,1971-04-22,2025-10-12
3447,14446,AW00014446,Jeremiah,Johnson,Male,Canada,Married,1975-08-06,2025-10-12
3448,14447,AW00014447,Madison,Alexander,Female,United States,Single,1969-07-04,2025-10-12
3449,14448,AW00014448,Lauren,Butler,Female,United States,Married,1975-12-22,2025-10-12
3450,14449,AW00014449,Logan,Jenkins,Male,United States,Single,1969-11-07,2025-10-12
3451,14450,AW00014450,Kevin,Butler,Male,United States,Married,1975-04-06,2025-10-12
3452,14451,AW00014451,Tyler,Moore,Male,United States,Single,1969-11-29,2025-10-12
3453,14452,AW00014452,Alex,Gonzalez,Male,United States,Married,1967-09-14,2025-10-12
3454,14453,AW00014453,Jesse,Scott,Male,United States,Single,1962-02-09,2025-10-12
3455,14454,AW00014454,Kayla,Anderson,Female,United States,Married,1940-05-17,2025-10-12
3456,14455,AW00014455,Alexandra,Mitchell,Female,Canada,Married,1968-09-13,2025-10-12
3457,14456,AW00014456,Benjamin,Walker,Male,United States,Single,1979-09-04,2025-10-12
3458,14457,AW00014457,Thomas,White,Male,United States,Married,1968-08-06,2025-10-12
3459,14458,AW00014458,Jordan,Yang,Male,Canada,Married,1967-12-02,2025-10-12
3460,14459,AW00014459,Cody,Gray,Male,Canada,Single,1967-12-07,2025-10-12
3461,14460,AW00014460,Jose,Long,Male,United States,Married,1968-04-06,2025-10-12
3462,14461,AW00014461,Chloe,Gonzalez,Female,United States,Married,1968-05-12,2025-10-12
3463,14462,AW00014462,Beth,Sanz,Female,United States,Married,1967-12-30,2025-10-12
3464,14463,AW00014463,Julia,Patterson,Female,United States,Married,1973-10-06,2025-10-12
3465,14464,AW00014464,Elizabeth,Price,Female,United States,Married,1967-12-25,2025-10-12
3466,14465,AW00014465,Dakota,Patterson,Male,United States,Married,1966-08-21,2025-10-12
3467,14466,AW00014466,Logan,Adams,Male,United States,Married,1966-08-21,2025-10-12
3468,14467,AW00014467,Aidan,Russell,Male,United States,Married,1966-11-01,2025-10-12
3469,14468,AW00014468,Grace,Rivera,Female,United States,Single,1966-10-07,2025-10-12
3470,14469,AW00014469,Angela,Bell,Female,United States,Married,1966-10-20,2025-10-12
3471,14470,AW00014470,Jeremy,Robinson,Male,United States,Married,1972-02-01,2025-10-12
3472,14471,AW00014471,Gabriel,Gonzalez,Male,United States,Single,1967-01-14,2025-10-12
3473,14472,AW00014472,Natalie,Diaz,Female,United States,Married,1966-12-01,2025-10-12
3474,14473,AW00014473,Miguel,King,Male,United States,Married,1972-01-31,2025-10-12
3475,14474,AW00014474,Jacqueline,Murphy,Female,United States,Married,1966-09-17,2025-10-12
3476,14475,AW00014475,Isabella,Perry,Female,United States,Married,1966-08-09,2025-10-12
3477,14476,AW00014476,Bryce,Reed,Male,United States,Married,1960-07-17,2025-10-12
3478,14477,AW00014477,Lauren,Lee,Female,United States,Single,1961-02-03,2025-10-12
3479,14478,AW00014478,Abigail,Patterson,Female,Canada,Single,1965-08-05,2025-10-12
3480,14479,AW00014479,Samantha,Smith,Female,United States,Single,1942-03-20,2025-10-12
3481,14480,AW00014480,Jackson,Gonzalez,Male,Canada,Married,1971-05-02,2025-10-12
3482,14481,AW00014481,Mary,Edwards,Female,United States,Single,1966-01-29,2025-10-12
3483,14482,AW00014482,Noah,Perez,Male,United States,Married,1966-01-19,2025-10-12
3484,14483,AW00014483,Nicole,Henderson,Female,United States,Married,1966-01-19,2025-10-12
3485,14484,AW00014484,Samantha,Hall,Female,United States,Married,1971-09-03,2025-10-12
3486,14485,AW00014485,Bailey,Stewart,Female,United States,Married,1965-12-09,2025-10-12
3487,14486,AW00014486,Jonathan,Coleman,Male,United States,Married,1965-09-16,2025-10-12
3488,14487,AW00014487,Seth,Hall,Male,United States,Married,1960-04-04,2025-10-12
3489,14488,AW00014488,Connor,Hughes,Male,United States,Married,1959-09-02,2025-10-12
3490,14489,AW00014489,Jason,Wang,Male,United States,Married,1964-06-10,2025-10-12
3491,14490,AW00014490,Aidan,Butler,Male,United States,Married,1964-10-13,2025-10-12
3492,14491,AW00014491,Isaac,Bailey,Male,United States,Single,1959-05-03,2025-10-12
3493,14492,AW00014492,Justin,Patterson,Male,United States,Married,1958-11-23,2025-10-12
3494,14493,AW00014493,Sara,Parker,Female,United States,Single,1959-01-22,2025-10-12
3495,14494,AW00014494,Cameron,Diaz,Male,United States,Married,1964-05-13,2025-10-12
3496,14495,AW00014495,Nathan,Diaz,Male,United States,Married,1957-12-21,2025-10-12
3497,14496,AW00014496,Cindy,Stewart,Female,Canada,Married,1958-04-17,2025-10-12
3498,14497,AW00014497,Allison,Scott,Female,Canada,Married,1963-09-30,2025-10-12
3499,14498,AW00014498,Katie,Luo,Female,United States,Married,1943-03-20,2025-10-12
3500,14499,AW00014499,Samuel,Flores,Male,United States,Married,1942-10-07,2025-10-12
3501,14500,AW00014500,Jasmine,Ward,Female,United States,Single,1943-05-18,2025-10-12
3502,14501,AW00014501,Ruben,Prasad,Male,United States,Married,1943-11-10,2025-10-12
3503,14502,AW00014502,Katelyn,Wright,Female,Canada,Married,1944-03-10,2025-10-12
3504,14503,AW00014503,Brianna,Alexander,Female,United States,Married,1943-09-17,2025-10-12
3505,14504,AW00014504,Nicole,Jones,Female,Canada,Married,1944-02-18,2025-10-12
3506,14505,AW00014505,Alex,Edwards,Male,United States,Married,1943-11-22,2025-10-12
3507,14506,AW00014506,Stacy,Suarez,Female,United States,Married,1945-11-17,2025-10-12
3508,14507,AW00014507,Eric,Wright,Male,United States,Married,1946-03-01,2025-10-12
3509,14508,AW00014508,Madison,Hall,Female,United States,Married,1946-04-02,2025-10-12
3510,14509,AW00014509,Bridget,Deng,Female,United States,Single,1973-08-30,2025-10-12
3511,14510,AW00014510,Samuel,Hernandez,Male,United States,Single,1973-08-17,2025-10-12
3512,14511,AW00014511,Danielle,Rogers,Female,United States,Married,1974-05-23,2025-10-12
